   4.140003076420E-02   -1.050000000000E+01   -1.000000000000E+01
   4.125586633259E-02   -1.040000000000E+01   -1.000000000000E+01
   4.009386863214E-02   -1.030000000000E+01   -1.000000000000E+01
   3.789408271947E-02   -1.020000000000E+01   -1.000000000000E+01
   3.468677538471E-02   -1.010000000000E+01   -1.000000000000E+01
   3.055044954776E-02   -1.000000000000E+01   -1.000000000000E+01
   2.560671123776E-02   -9.900000000000E+00   -1.000000000000E+01
   2.001242916042E-02   -9.800000000000E+00   -1.000000000000E+01
   1.394982415401E-02   -9.700000000000E+00   -1.000000000000E+01
   7.615271331070E-03   -9.600000000000E+00   -1.000000000000E+01
   1.207680172216E-03   -9.500000000000E+00   -1.000000000000E+01
  -5.082668900504E-03   -9.400000000000E+00   -1.000000000000E+01
  -1.108400952483E-02   -9.300000000000E+00   -1.000000000000E+01
  -1.665099549137E-02   -9.200000000000E+00   -1.000000000000E+01
  -2.167010362545E-02   -9.100000000000E+00   -1.000000000000E+01
  -2.606222549865E-02   -9.000000000000E+00   -1.000000000000E+01
  -2.978237874840E-02   -8.900000000000E+00   -1.000000000000E+01
  -3.281671035269E-02   -8.800000000000E+00   -1.000000000000E+01
  -3.517718883048E-02   -8.700000000000E+00   -1.000000000000E+01
  -3.689457162159E-02   -8.600000000000E+00   -1.000000000000E+01
  -3.801037231639E-02   -8.500000000000E+00   -1.000000000000E+01
  -3.856862855614E-02   -8.400000000000E+00   -1.000000000000E+01
  -3.860827897439E-02   -8.300000000000E+00   -1.000000000000E+01
  -3.815689574341E-02   -8.200000000000E+00   -1.000000000000E+01
  -3.722639304446E-02   -8.100000000000E+00   -1.000000000000E+01
  -3.581115129845E-02   -8.000000000000E+00   -1.000000000000E+01
  -3.388877696754E-02   -7.900000000000E+00   -1.000000000000E+01
  -3.142347618752E-02   -7.800000000000E+00   -1.000000000000E+01
  -2.837177732359E-02   -7.700000000000E+00   -1.000000000000E+01
  -2.469011297251E-02   -7.600000000000E+00   -1.000000000000E+01
  -2.034358485343E-02   -7.500000000000E+00   -1.000000000000E+01
  -1.531510149300E-02   -7.400000000000E+00   -1.000000000000E+01
  -9.614010526857E-03   -7.300000000000E+00   -1.000000000000E+01
  -3.283351596073E-03   -7.200000000000E+00   -1.000000000000E+01
   3.595066699097E-03   -7.100000000000E+00   -1.000000000000E+01
   1.089841626708E-02   -7.000000000000E+00   -1.000000000000E+01
   1.846387151520E-02   -6.900000000000E+00   -1.000000000000E+01
   2.609310227536E-02   -6.800000000000E+00   -1.000000000000E+01
   3.356016370678E-02   -6.700000000000E+00   -1.000000000000E+01
   4.062243298595E-02   -6.600000000000E+00   -1.000000000000E+01
   4.703398393129E-02   -6.500000000000E+00   -1.000000000000E+01
   5.256057000119E-02   -6.400000000000E+00   -1.000000000000E+01
   5.699522111684E-02   -6.300000000000E+00   -1.000000000000E+01
   6.017336427456E-02   -6.200000000000E+00   -1.000000000000E+01
   6.198636063379E-02   -6.100000000000E+00   -1.000000000000E+01
   6.239241564883E-02   -6.000000000000E+00   -1.000000000000E+01
   6.142396078769E-02   -5.900000000000E+00   -1.000000000000E+01
   5.919081656367E-02   -5.800000000000E+00   -1.000000000000E+01
   5.587871292066E-02   -5.700000000000E+00   -1.000000000000E+01
   5.174304621755E-02   -5.600000000000E+00   -1.000000000000E+01
   4.709807106875E-02   -5.500000000000E+00   -1.000000000000E+01
   4.230203772808E-02   -5.400000000000E+00   -1.000000000000E+01
   3.773906948733E-02   -5.300000000000E+00   -1.000000000000E+01
   3.379880955177E-02   -5.200000000000E+00   -1.000000000000E+01
   3.085503627381E-02   -5.100000000000E+00   -1.000000000000E+01
   2.924453725576E-02   -5.000000000000E+00   -1.000000000000E+01
   2.924753987616E-02   -4.900000000000E+00   -1.000000000000E+01
   3.107091732863E-02   -4.800000000000E+00   -1.000000000000E+01
   3.483523027896E-02   -4.700000000000E+00   -1.000000000000E+01
   4.056643525189E-02   -4.600000000000E+00   -1.000000000000E+01
   4.819280710599E-02   -4.500000000000E+00   -1.000000000000E+01
   5.754730333115E-02   -4.400000000000E+00   -1.000000000000E+01
   6.837526358891E-02   -4.300000000000E+00   -1.000000000000E+01
   8.034701090065E-02   -4.200000000000E+00   -1.000000000000E+01
   9.307462245047E-02   -4.100000000000E+00   -1.000000000000E+01
   1.061318872363E-01   -4.000000000000E+00   -1.000000000000E+01
